time,lat,lon,precip_mm_day,year,month,days_in_month,precip_mm_month,departamento
2002-12-01,-0.5,-78.5,1.547867212402363,2002,12,31,47.98388358447325,Nariño
2002-12-01,-0.5,-77.5,5.833898031604494,2002,12,31,180.8508389797393,Nariño
2002-12-01,-0.5,-76.5,7.69481699056392,2002,12,31,238.53932670748154,Nariño
2002-12-01,0.5,-79.5,5.553992517125463,2002,12,31,172.17376803088936,Nariño
2002-12-01,0.5,-78.5,4.0422218300090575,2002,12,31,125.30887673028079,Nariño
2002-12-01,0.5,-77.5,2.8849287402555657,2002,12,31,89.43279094792254,Nariño
2002-12-01,0.5,-76.5,9.07749585211536,2002,12,31,281.40237141557617,Nariño
2002-12-01,1.5,-79.5,8.960691901057988,2002,12,31,277.7814489327976,Nariño
2002-12-01,1.5,-78.5,8.27561253248966,2002,12,31,256.54398850717945,Nariño
2002-12-01,1.5,-77.5,4.487303357991575,2002,12,31,139.10640409773882,Nariño
2002-12-01,1.5,-76.5,2.8113034813419153,2002,12,31,87.15040792159938,Nariño
2003-01-01,-1.5,-79.5,3.158899540836016,2003,1,31,97.92588576591649,Nariño
2003-01-01,-1.5,-78.5,0.44224719014591507,2003,1,31,13.709662894523367,Nariño
2003-01-01,-1.5,-77.5,3.871534044544981,2003,1,31,120.01755538089441,Nariño
2003-01-01,-1.5,-76.5,3.384401606274306,2003,1,31,104.91644979450348,Nariño
2003-01-01,-0.5,-79.5,3.6350413463691913,2003,1,31,112.68628173744493,Nariño
2003-01-01,-0.5,-78.5,0.3993482134879628,2003,1,31,12.379794618126846,Nariño
2003-01-01,-0.5,-77.5,2.393291809330502,2003,1,31,74.19204608924555,Nariño
2003-01-01,-0.5,-76.5,3.0463048387310754,2003,1,31,94.43545000066334,Nariño
2003-01-01,0.5,-79.5,3.0064602730439884,2003,1,31,93.20026846436365,Nariño
2003-01-01,0.5,-78.5,1.1169476672160181,2003,1,31,34.62537768369656,Nariño
2003-01-01,0.5,-77.5,0.7404152019049547,2003,1,31,22.952871259053595,Nariño
2003-01-01,0.5,-76.5,2.9995578359490738,2003,1,31,92.98629291442128,Nariño
2003-01-01,1.5,-79.5,8.093546013013516,2003,1,31,250.899926403419,Nariño
2003-01-01,1.5,-78.5,4.049775662959238,2003,1,31,125.54304555173638,Nariño
2003-01-01,1.5,-77.5,1.4792687023531221,2003,1,31,45.857329772946784,Nariño
2003-01-01,1.5,-76.5,2.4700022119790765,2003,1,31,76.57006857135137,Nariño
2003-02-01,-1.5,-79.5,4.294204386899114,2003,2,28,120.2377228331752,Nariño
2003-02-01,-1.5,-78.5,3.053673901698945,2003,2,28,85.50286924757046,Nariño
2003-02-01,-1.5,-77.5,7.834153607932084,2003,2,28,219.35630102209836,Nariño
2003-02-01,-1.5,-76.5,7.709710298895128,2003,2,28,215.87188836906358,Nariño
2003-02-01,-0.5,-79.5,5.992985884603939,2003,2,28,167.8036047689103,Nariño
2003-02-01,-0.5,-78.5,3.051885445987821,2003,2,28,85.45279248765898,Nariño
2003-02-01,-0.5,-77.5,5.990027083198529,2003,2,28,167.72075832955883,Nariño
2003-02-01,-0.5,-76.5,6.710330481446264,2003,2,28,187.8892534804954,Nariño
2003-02-01,0.5,-79.5,5.787601786263104,2003,2,28,162.05285001536691,Nariño
2003-02-01,0.5,-78.5,3.9977973513032454,2003,2,28,111.93832583649088,Nariño
2003-02-01,0.5,-77.5,3.0176291867225755,2003,2,28,84.49361722823211,Nariño
2003-02-01,0.5,-76.5,6.09331008661753,2003,2,28,170.61268242529084,Nariño
2003-02-01,1.5,-79.5,4.957861420124731,2003,2,28,138.82011976349247,Nariño
2003-02-01,1.5,-78.5,2.6488153237007617,2003,2,28,74.16682906362132,Nariño
2003-02-01,1.5,-77.5,3.0723742635969007,2003,2,28,86.02647938071323,Nariño
2003-02-01,1.5,-76.5,2.7378363031037285,2003,2,28,76.6594164869044,Nariño
2003-03-01,-1.5,-79.5,3.797952348829349,2003,3,31,117.73652281370981,Nariño
2003-03-01,-1.5,-78.5,2.090579427259944,2003,3,31,64.80796224505826,Nariño
2003-03-01,-1.5,-77.5,8.864588673964915,2003,3,31,274.80224889291236,Nariño
2003-03-01,-1.5,-76.5,7.722238772697784,2003,3,31,239.3894019536313,Nariño
2003-03-01,-0.5,-79.5,4.5786754753828784,2003,3,31,141.93893973686923,Nariño
2003-03-01,-0.5,-78.5,1.8259781809036564,2003,3,31,56.60532360801335,Nariño
2003-03-01,-0.5,-77.5,6.19965517836609,2003,3,31,192.18931052934877,Nariño
2003-03-01,-0.5,-76.5,7.964460828755854,2003,3,31,246.89828569143148,Nariño
2003-03-01,0.5,-79.5,3.3469041257247074,2003,3,31,103.75402789746593,Nariño
2003-03-01,0.5,-78.5,3.297577483638663,2003,3,31,102.22490199279855,Nariño
2003-03-01,0.5,-77.5,2.387383831926303,2003,3,31,74.0088987897154,Nariño
2003-03-01,0.5,-76.5,7.866868478260445,2003,3,31,243.8729228260738,Nariño
2003-03-01,1.5,-79.5,5.633287781354033,2003,3,31,174.63192122197503,Nariño
2003-03-01,1.5,-78.5,6.6548016613491665,2003,3,31,206.29885150182417,Nariño
2003-03-01,1.5,-77.5,3.9588584185350326,2003,3,31,122.72461097458601,Nariño
2003-03-01,1.5,-76.5,3.1356443981714484,2003,3,31,97.2049763433149,Nariño
2003-04-01,-1.5,-79.5,6.741969575403407,2003,4,30,202.2590872621022,Nariño
2003-04-01,-1.5,-78.5,1.8731962320451248,2003,4,30,56.19588696135374,Nariño
2003-04-01,-1.5,-77.5,5.827993454883609,2003,4,30,174.83980364650827,Nariño
2003-04-01,-1.5,-76.5,8.906552979372393,2003,4,30,267.19658938117175,Nariño
2003-04-01,-0.5,-79.5,9.915983925586824,2003,4,30,297.4795177676047,Nariño
2003-04-01,-0.5,-78.5,2.453770124471723,2003,4,30,73.6131037341517,Nariño
2003-04-01,-0.5,-77.5,5.120829396916669,2003,4,30,153.62488190750008,Nariño
2003-04-01,-0.5,-76.5,9.588969004656018,2003,4,30,287.66907013968057,Nariño
2003-04-01,0.5,-79.5,10.294630636460944,2003,4,30,308.83891909382834,Nariño
2003-04-01,0.5,-78.5,6.402457155927261,2003,4,30,192.07371467781783,Nariño
2003-04-01,0.5,-77.5,5.304701280995673,2003,4,30,159.14103842987018,Nariño
2003-04-01,0.5,-76.5,11.184850858082498,2003,4,30,335.545525742475,Nariño
2003-04-01,1.5,-79.5,9.171528795234622,2003,4,30,275.14586385703865,Nariño
2003-04-01,1.5,-78.5,9.70325559875762,2003,4,30,291.0976679627286,Nariño
2003-04-01,1.5,-77.5,4.609785650278361,2003,4,30,138.29356950835086,Nariño
2003-04-01,1.5,-76.5,5.8964764506627905,2003,4,30,176.89429351988372,Nariño
2003-05-01,-1.5,-79.5,1.5056759703709326,2003,5,31,46.67595508149891,Nariño
2003-05-01,-1.5,-78.5,1.1112891970696592,2003,5,31,34.449965109159436,Nariño
2003-05-01,-1.5,-77.5,8.3845614835784,2003,5,31,259.9214059909304,Nariño
2003-05-01,-1.5,-76.5,11.076794133540359,2003,5,31,343.3806181397511,Nariño
2003-05-01,-0.5,-79.5,3.0255924346621326,2003,5,31,93.79336547452611,Nariño
2003-05-01,-0.5,-78.5,1.025464376828353,2003,5,31,31.78939568167894,Nariño
2003-05-01,-0.5,-77.5,7.2175647650740355,2003,5,31,223.7445077172951,Nariño
2003-05-01,-0.5,-76.5,15.031686275839604,2003,5,31,465.98227455102773,Nariño
2003-05-01,0.5,-79.5,5.431334185997022,2003,5,31,168.37135976590767,Nariño
2003-05-01,0.5,-78.5,3.3211024929509962,2003,5,31,102.95417728148088,Nariño
2003-05-01,0.5,-77.5,4.184762824660048,2003,5,31,129.72764756446148,Nariño
2003-05-01,0.5,-76.5,12.628656442719738,2003,5,31,391.4883497243119,Nariño
2003-05-01,1.5,-79.5,7.959861652100567,2003,5,31,246.7557112151176,Nariño
2003-05-01,1.5,-78.5,8.723651092479221,2003,5,31,270.43318386685587,Nariño
2003-05-01,1.5,-77.5,3.6135929264904147,2003,5,31,112.02138072120286,Nariño
2003-05-01,1.5,-76.5,4.511159961780529,2003,5,31,139.8459588151964,Nariño
2003-06-01,-1.5,-79.5,1.1609179073650333,2003,6,30,34.827537220951,Nariño
2003-06-01,-1.5,-78.5,2.3506877247265288,2003,6,30,70.52063174179587,Nariño
2003-06-01,-1.5,-77.5,11.994961098865828,2003,6,30,359.84883296597485,Nariño
2003-06-01,-1.5,-76.5,14.132206127458371,2003,6,30,423.9661838237511,Nariño
2003-06-01,-0.5,-79.5,1.6990456608063953,2003,6,30,50.97136982419186,Nariño
2003-06-01,-0.5,-78.5,1.3715079785336277,2003,6,30,41.14523935600883,Nariño
2003-06-01,-0.5,-77.5,12.402153019809884,2003,6,30,372.06459059429653,Nariño
2003-06-01,-0.5,-76.5,20.605194327103646,2003,6,30,618.1558298131094,Nariño
2003-06-01,0.5,-79.5,2.4109888431440787,2003,6,30,72.32966529432235,Nariño
2003-06-01,0.5,-78.5,2.418460823484737,2003,6,30,72.55382470454211,Nariño
2003-06-01,0.5,-77.5,5.098711936270333,2003,6,30,152.96135808811,Nariño
2003-06-01,0.5,-76.5,11.483389826776115,2003,6,30,344.50169480328344,Nariño
2003-06-01,1.5,-79.5,9.171287249603294,2003,6,30,275.1386174880988,Nariño
2003-06-01,1.5,-78.5,9.962823326048495,2003,6,30,298.88469978145486,Nariño
2003-06-01,1.5,-77.5,3.4239136284287444,2003,6,30,102.71740885286233,Nariño
2003-06-01,1.5,-76.5,5.211309873549226,2003,6,30,156.33929620647677,Nariño
2003-07-01,-1.5,-79.5,0.08676325896899828,2003,7,31,2.689661028038947,Nariño
2003-07-01,-1.5,-78.5,1.2032676519403895,2003,7,31,37.30129721015208,Nariño
2003-07-01,-1.5,-77.5,4.5609816648876365,2003,7,31,141.39043161151673,Nariño
2003-07-01,-1.5,-76.5,4.5143732172689015,2003,7,31,139.94556973533594,Nariño
2003-07-01,-0.5,-79.5,0.27995854500120704,2003,7,31,8.678714895037418,Nariño
2003-07-01,-0.5,-78.5,0.2723009091355143,2003,7,31,8.441328183200943,Nariño
2003-07-01,-0.5,-77.5,2.994987347095644,2003,7,31,92.84460775996496,Nariño
2003-07-01,-0.5,-76.5,5.3066532209532244,2003,7,31,164.50624984954996,Nariño
2003-07-01,0.5,-79.5,0.30887600603543053,2003,7,31,9.575156187098347,Nariño
2003-07-01,0.5,-78.5,0.40056577406610333,2003,7,31,12.417538996049203,Nariño
2003-07-01,0.5,-77.5,4.043734421126845,2003,7,31,125.3557670549322,Nariño
2003-07-01,0.5,-76.5,6.667718656507107,2003,7,31,206.69927835172032,Nariño
2003-07-01,1.5,-79.5,2.023725020334932,2003,7,31,62.7354756303829,Nariño
2003-07-01,1.5,-78.5,2.7325277313240526,2003,7,31,84.70835967104563,Nariño
2003-07-01,1.5,-77.5,1.242365998991799,2003,7,31,38.51334596874577,Nariño
2003-07-01,1.5,-76.5,1.3653140287385506,2003,7,31,42.324734890895066,Nariño
2003-08-01,-1.5,-79.5,0.03889378936645991,2003,8,31,1.2057074703602573,Nariño
2003-08-01,-1.5,-78.5,0.19892161353490773,2003,8,31,6.16657001958214,Nariño
2003-08-01,-1.5,-77.5,5.123987513616552,2003,8,31,158.8436129221131,Nariño
2003-08-01,-1.5,-76.5,8.300416904763814,2003,8,31,257.3129240476782,Nariño
2003-08-01,-0.5,-79.5,0.014072900351871271,2003,8,31,0.4362599109080094,Nariño
2003-08-01,-0.5,-78.5,0.18850039559808227,2003,8,31,5.84351226354055,Nariño
2003-08-01,-0.5,-77.5,4.04794593927396,2003,8,31,125.48632411749277,Nariño
2003-08-01,-0.5,-76.5,9.736042345947258,2003,8,31,301.81731272436497,Nariño
2003-08-01,0.5,-79.5,0.9679856058074151,2003,8,31,30.00755378002987,Nariño
2003-08-01,0.5,-78.5,0.6318106439601524,2003,8,31,19.586129962764726,Nariño
2003-08-01,0.5,-77.5,1.9926842268012706,2003,8,31,61.773211030839384,Nariño
2003-08-01,0.5,-76.5,10.200477159049225,2003,8,31,316.21479193052596,Nariño
2003-08-01,1.5,-79.5,2.6278615211624374,2003,8,31,81.46370715603555,Nariño
2003-08-01,1.5,-78.5,2.8597052559138447,2003,8,31,88.6508629333292,Nariño
2003-08-01,1.5,-77.5,0.6797045247836201,2003,8,31,21.070840268292223,Nariño
2003-08-01,1.5,-76.5,2.852643595073048,2003,8,31,88.4319514472645,Nariño
2003-09-01,-1.5,-79.5,0.09633289350645946,2003,9,30,2.889986805193784,Nariño
2003-09-01,-1.5,-78.5,1.2727730050013404,2003,9,30,38.18319015004021,Nariño
2003-09-01,-1.5,-77.5,4.737654626959615,2003,9,30,142.12963880878846,Nariño
2003-09-01,-1.5,-76.5,4.373680757228394,2003,9,30,131.2104227168518,Nariño
2003-09-01,-0.5,-79.5,0.17820947289040573,2003,9,30,5.346284186712172,Nariño
2003-09-01,-0.5,-78.5,0.8422030091261283,2003,9,30,25.26609027378385,Nariño
2003-09-01,-0.5,-77.5,2.4744338228933893,2003,9,30,74.23301468680168,Nariño
2003-09-01,-0.5,-76.5,6.330005638796905,2003,9,30,189.90016916390715,Nariño
2003-09-01,0.5,-79.5,1.2066692237239383,2003,9,30,36.20007671171815,Nariño
2003-09-01,0.5,-78.5,1.8837574240998474,2003,9,30,56.51272272299542,Nariño
2003-09-01,0.5,-77.5,2.4813339369236913,2003,9,30,74.44001810771074,Nariño
2003-09-01,0.5,-76.5,8.485118147007915,2003,9,30,254.55354441023746,Nariño
2003-09-01,1.5,-79.5,2.493205069038712,2003,9,30,74.79615207116137,Nariño
2003-09-01,1.5,-78.5,3.949618443776668,2003,9,30,118.48855331330003,Nariño
2003-09-01,1.5,-77.5,2.262979351455302,2003,9,30,67.88938054365906,Nariño
2003-09-01,1.5,-76.5,5.511329096312767,2003,9,30,165.339872889383,Nariño
2003-10-01,-1.5,-79.5,0.9129541090279836,2003,10,31,28.301577379867492,Nariño
2003-10-01,-1.5,-78.5,2.1358708379557316,2003,10,31,66.21199597662768,Nariño
2003-10-01,-1.5,-77.5,7.872145778937156,2003,10,31,244.03651914705185,Nariño
2003-10-01,-1.5,-76.5,8.324104893900085,2003,10,31,258.04725171090263,Nariño
2003-10-01,-0.5,-79.5,1.4098676844956186,2003,10,31,43.70589821936418,Nariño
2003-10-01,-0.5,-78.5,1.4267013641128772,2003,10,31,44.22774228749919,Nariño
2003-10-01,-0.5,-77.5,6.637929369860278,2003,10,31,205.77581046566863,Nariño
2003-10-01,-0.5,-76.5,15.05330764945613,2003,10,31,466.65253713314,Nariño
2003-10-01,0.5,-79.5,3.1700387563630823,2003,10,31,98.27120144725555,Nariño
2003-10-01,0.5,-78.5,3.7827131778933203,2003,10,31,117.26410851469294,Nariño
2003-10-01,0.5,-77.5,4.6914328435899675,2003,10,31,145.43441815128898,Nariño
2003-10-01,0.5,-76.5,12.141340299486494,2003,10,31,376.3815492840813,Nariño
2003-10-01,1.5,-79.5,5.277430882324352,2003,10,31,163.6003573520549,Nariño
2003-10-01,1.5,-78.5,9.523188904269766,2003,10,31,295.21885603236274,Nariño
2003-10-01,1.5,-77.5,9.377160045656197,2003,10,31,290.6919614153421,Nariño
2003-10-01,1.5,-76.5,6.098335531442057,2003,10,31,189.04840147470378,Nariño
2003-11-01,-1.5,-79.5,0.7255459127554744,2003,11,30,21.76637738266423,Nariño
2003-11-01,-1.5,-78.5,1.758166892631652,2003,11,30,52.74500677894956,Nariño
2003-11-01,-1.5,-77.5,7.4235814423474995,2003,11,30,222.707443270425,Nariño
2003-11-01,-1.5,-76.5,6.815458130578829,2003,11,30,204.46374391736487,Nariño
2003-11-01,-0.5,-79.5,1.0800285301155648,2003,11,30,32.40085590346694,Nariño
2003-11-01,-0.5,-78.5,1.490453972746166,2003,11,30,44.71361918238498,Nariño
2003-11-01,-0.5,-77.5,6.446825347236928,2003,11,30,193.40476041710784,Nariño
2003-11-01,-0.5,-76.5,7.347285733034997,2003,11,30,220.41857199104993,Nariño
2003-11-01,0.5,-79.5,2.9295586536740204,2003,11,30,87.88675961022061,Nariño
2003-11-01,0.5,-78.5,4.0693677357846925,2003,11,30,122.08103207354077,Nariño
2003-11-01,0.5,-77.5,4.413515933610299,2003,11,30,132.40547800830896,Nariño
2003-11-01,0.5,-76.5,9.71212368647928,2003,11,30,291.3637105943784,Nariño
2003-11-01,1.5,-79.5,4.044571919967548,2003,11,30,121.33715759902644,Nariño
2003-11-01,1.5,-78.5,9.272635544907304,2003,11,30,278.17906634721913,Nariño
2003-11-01,1.5,-77.5,9.613780019691887,2003,11,30,288.4134005907566,Nariño
2003-11-01,1.5,-76.5,5.683847091633181,2003,11,30,170.51541274899543,Nariño
2003-12-01,-1.5,-79.5,1.5304261538458883,2003,12,31,47.44321076922254,Nariño
2003-12-01,-1.5,-78.5,3.967968693609441,2003,12,31,123.00702950189267,Nariño
2003-12-01,-1.5,-77.5,13.768061522394808,2003,12,31,426.80990719423903,Nariño
2003-12-01,-1.5,-76.5,14.308349021681947,2003,12,31,443.5588196721404,Nariño
2003-12-01,-0.5,-79.5,2.4625687653300137,2003,12,31,76.33963172523042,Nariño
2003-12-01,-0.5,-78.5,2.1720618845068875,2003,12,31,67.33391841971351,Nariño
2003-12-01,-0.5,-77.5,10.525498410662689,2003,12,31,326.29045073054334,Nariño
2003-12-01,-0.5,-76.5,11.112799715528157,2003,12,31,344.4967911813728,Nariño
2003-12-01,0.5,-79.5,2.837501741954332,2003,12,31,87.96255400058429,Nariño
2003-12-01,0.5,-78.5,3.7787461706991197,2003,12,31,117.1411312916727,Nariño
2003-12-01,0.5,-77.5,5.0099251933669215,2003,12,31,155.30768099437458,Nariño
2003-12-01,0.5,-76.5,7.233275785633964,2003,12,31,224.23154935465288,Nariño
2003-12-01,1.5,-79.5,6.001795096591042,2003,12,31,186.0556479943223,Nariño
2003-12-01,1.5,-78.5,8.819117001312293,2003,12,31,273.3926270406811,Nariño
2003-12-01,1.5,-77.5,3.79514938509967,2003,12,31,117.64963093808976,Nariño
2003-12-01,1.5,-76.5,2.5016676800046644,2003,12,31,77.5516980801446,Nariño
2004-01-01,-1.5,-79.5,2.355416359050176,2004,1,31,73.01790713055546,Nariño
2004-01-01,-1.5,-78.5,1.8401184830031534,2004,1,31,57.043672973097756,Nariño
2004-01-01,-1.5,-77.5,3.5751539514606843,2004,1,31,110.82977249528122,Nariño
2004-01-01,-1.5,-76.5,1.2621242269930637,2004,1,31,39.12585103678497,Nariño
2004-01-01,-0.5,-79.5,1.8397175820520486,2004,1,31,57.03124504361351,Nariño
2004-01-01,-0.5,-78.5,0.6004917754514244,2004,1,31,18.615245038994157,Nariño
2004-01-01,-0.5,-77.5,2.013312291622321,2004,1,31,62.41268104029195,Nariño
2004-01-01,-0.5,-76.5,2.330295544253258,2004,1,31,72.239161871851,Nariño
2004-01-01,0.5,-79.5,2.0284775611868797,2004,1,31,62.88280439679327,Nariño
2004-01-01,0.5,-78.5,1.8912028452034488,2004,1,31,58.62728820130691,Nariño
2004-01-01,0.5,-77.5,1.3322410872483958,2004,1,31,41.29947370470027,Nariño
2004-01-01,0.5,-76.5,3.5110770536285028,2004,1,31,108.84338866248359,Nariño
2004-01-01,1.5,-79.5,4.7517243903885555,2004,1,31,147.30345610204523,Nariño
2004-01-01,1.5,-78.5,4.577217086313642,2004,1,31,141.89372967572288,Nariño
2004-01-01,1.5,-77.5,2.5482401082547046,2004,1,31,78.99544335589584,Nariño
2004-01-01,1.5,-76.5,1.2971440997448416,2004,1,31,40.21146709209009,Nariño
2004-02-01,-1.5,-79.5,6.772181262213818,2004,2,29,196.39325660420073,Nariño
2004-02-01,-1.5,-78.5,1.203065616947629,2004,2,29,34.888902891481244,Nariño
2004-02-01,-1.5,-77.5,3.9135289116953196,2004,2,29,113.49233843916427,Nariño
2004-02-01,-1.5,-76.5,6.354344927200351,2004,2,29,184.27600288881018,Nariño
2004-02-01,-0.5,-79.5,7.001080698603348,2004,2,29,203.03134025949709,Nariño
2004-02-01,-0.5,-78.5,1.5135619148621224,2004,2,29,43.89329553100155,Nariño
2004-02-01,-0.5,-77.5,1.0731225732677352,2004,2,29,31.12055462476432,Nariño
2004-02-01,-0.5,-76.5,4.501039530694063,2004,2,29,130.53014639012784,Nariño
2004-02-01,0.5,-79.5,4.9307227424954645,2004,2,29,142.99095953236846,Nariño
2004-02-01,0.5,-78.5,2.4330721573881773,2004,2,29,70.55909256425714,Nariño
2004-02-01,0.5,-77.5,0.790906371898492,2004,2,29,22.93628478505627,Nariño
2004-02-01,0.5,-76.5,3.154798239667919,2004,2,29,91.48914895036964,Nariño
2004-02-01,1.5,-79.5,8.507886586785887,2004,2,29,246.72871101679073,Nariño
2004-02-01,1.5,-78.5,7.785549650614564,2004,2,29,225.78093986782235,Nariño
2004-02-01,1.5,-77.5,2.0829626748782175,2004,2,29,60.40591757146831,Nariño
2004-02-01,1.5,-76.5,1.3209587623405303,2004,2,29,38.30780410787538,Nariño
2004-03-01,-1.5,-79.5,4.163310142641468,2004,3,31,129.06261442188548,Nariño
2004-03-01,-1.5,-78.5,2.0600679083783113,2004,3,31,63.86210515972765,Nariño
2004-03-01,-1.5,-77.5,8.896128702522692,2004,3,31,275.77998977820346,Nariño
2004-03-01,-1.5,-76.5,9.117032301901606,2004,3,31,282.6280013589498,Nariño
2004-03-01,-0.5,-79.5,3.7858083055169582,2004,3,31,117.36005747102571,Nariño
2004-03-01,-0.5,-78.5,1.4191037115743477,2004,3,31,43.992215058804774,Nariño
2004-03-01,-0.5,-77.5,5.181142761128768,2004,3,31,160.61542559499182,Nariño
2004-03-01,-0.5,-76.5,8.132644567204611,2004,3,31,252.11198158334295,Nariño
2004-03-01,0.5,-79.5,4.215393243978577,2004,3,31,130.67719056333587,Nariño
2004-03-01,0.5,-78.5,2.974451182769813,2004,3,31,92.2079866658642,Nariño
2004-03-01,0.5,-77.5,3.3037043302451536,2004,3,31,102.41483423759976,Nariño
2004-03-01,0.5,-76.5,7.434892620406405,2004,3,31,230.48167123259856,Nariño
2004-03-01,1.5,-79.5,4.119454637375708,2004,3,31,127.70309375864694,Nariño
2004-03-01,1.5,-78.5,4.607148019438652,2004,3,31,142.8215886025982,Nariño
2004-03-01,1.5,-77.5,3.8398465431743967,2004,3,31,119.03524283840629,Nariño
2004-03-01,1.5,-76.5,2.313076372240384,2004,3,31,71.7053675394519,Nariño
2004-04-01,-1.5,-79.5,7.973719789398011,2004,4,30,239.21159368194031,Nariño
2004-04-01,-1.5,-78.5,3.204794636351024,2004,4,30,96.14383909053072,Nariño
2004-04-01,-1.5,-77.5,8.819197337309195,2004,4,30,264.57592011927585,Nariño
2004-04-01,-1.5,-76.5,6.582703020190033,2004,4,30,197.48109060570098,Nariño
2004-04-01,-0.5,-79.5,8.56498877617353,2004,4,30,256.94966328520593,Nariño
2004-04-01,-0.5,-78.5,3.0847839063264355,2004,4,30,92.54351718979306,Nariño
2004-04-01,-0.5,-77.5,9.160018613314712,2004,4,30,274.80055839944134,Nariño
2004-04-01,-0.5,-76.5,12.480414777814012,2004,4,30,374.41244333442035,Nariño
2004-04-01,0.5,-79.5,6.230844520486391,2004,4,30,186.92533561459175,Nariño
2004-04-01,0.5,-78.5,6.429848873653974,2004,4,30,192.8954662096192,Nariño
2004-04-01,0.5,-77.5,10.774917176156453,2004,4,30,323.2475152846936,Nariño
2004-04-01,0.5,-76.5,15.912274361245254,2004,4,30,477.3682308373576,Nariño
2004-04-01,1.5,-79.5,4.966984878542127,2004,4,30,149.00954635626383,Nariño
2004-04-01,1.5,-78.5,9.089831573056033,2004,4,30,272.69494719168097,Nariño
2004-04-01,1.5,-77.5,9.33911166592945,2004,4,30,280.1733499778835,Nariño
2004-04-01,1.5,-76.5,7.096014302832193,2004,4,30,212.8804290849658,Nariño
2004-05-01,-1.5,-79.5,3.441266133355536,2004,5,31,106.67925013402161,Nariño
2004-05-01,-1.5,-78.5,3.7485371970466623,2004,5,31,116.20465310844654,Nariño
2004-05-01,-1.5,-77.5,11.07571242321427,2004,5,31,343.3470851196424,Nariño
2004-05-01,-1.5,-76.5,7.142807312896126,2004,5,31,221.4270266997799,Nariño
2004-05-01,-0.5,-79.5,5.774291126432298,2004,5,31,179.00302491940124,Nariño
2004-05-01,-0.5,-78.5,3.5755827215813647,2004,5,31,110.8430643690223,Nariño
2004-05-01,-0.5,-77.5,13.154851700583524,2004,5,31,407.80040271808923,Nariño
2004-05-01,-0.5,-76.5,9.969717038596887,2004,5,31,309.06122819650346,Nariño
2004-05-01,0.5,-79.5,6.854398734431288,2004,5,31,212.48636076736992,Nariño
2004-05-01,0.5,-78.5,4.471277861540565,2004,5,31,138.60961370775752,Nariño
2004-05-01,0.5,-77.5,8.158730096418129,2004,5,31,252.92063298896198,Nariño
2004-05-01,0.5,-76.5,11.16153029795843,2004,5,31,346.0074392367113,Nariño
2004-05-01,1.5,-79.5,10.152432406333627,2004,5,31,314.72540459634246,Nariño
2004-05-01,1.5,-78.5,10.607539620453455,2004,5,31,328.8337282340571,Nariño
2004-05-01,1.5,-77.5,5.018802926582078,2004,5,31,155.5828907240444,Nariño
2004-05-01,1.5,-76.5,5.4550626527276895,2004,5,31,169.10694223455837,Nariño
2004-06-01,-1.5,-79.5,0.18068314811255168,2004,6,30,5.42049444337655,Nariño
2004-06-01,-1.5,-78.5,0.6432338004032659,2004,6,30,19.29701401209798,Nariño
2004-06-01,-1.5,-77.5,6.8857845418954895,2004,6,30,206.57353625686468,Nariño
2004-06-01,-1.5,-76.5,7.481582494575034,2004,6,30,224.447474837251,Nariño
2004-06-01,-0.5,-79.5,0.42426810392194203,2004,6,30,12.728043117658261,Nariño
2004-06-01,-0.5,-78.5,0.36329368035863974,2004,6,30,10.898810410759193,Nariño
2004-06-01,-0.5,-77.5,5.160035284987321,2004,6,30,154.80105854961963,Nariño
2004-06-01,-0.5,-76.5,9.723121298416604,2004,6,30,291.69363895249813,Nariño
2004-06-01,0.5,-79.5,0.6592610688768159,2004,6,30,19.777832066304477,Nariño
2004-06-01,0.5,-78.5,0.3702291218823855,2004,6,30,11.106873656471565,Nariño
2004-06-01,0.5,-77.5,2.0373570468733693,2004,6,30,61.12071140620108,Nariño
2004-06-01,0.5,-76.5,10.223617162875264,2004,6,30,306.70851488625794,Nariño
2004-06-01,1.5,-79.5,2.7135601429353704,2004,6,30,81.40680428806111,Nariño
2004-06-01,1.5,-78.5,2.001050754529236,2004,6,30,60.03152263587709,Nariño
2004-06-01,1.5,-77.5,0.8273720148107799,2004,6,30,24.821160444323397,Nariño
2004-06-01,1.5,-76.5,3.0475115493565226,2004,6,30,91.42534648069568,Nariño
2004-07-01,-1.5,-79.5,0.4431668784169027,2004,7,31,13.738173230923984,Nariño
2004-07-01,-1.5,-78.5,1.3302415160949899,2004,7,31,41.23748699894469,Nariño
2004-07-01,-1.5,-77.5,8.713030589319825,2004,7,31,270.10394826891456,Nariño
2004-07-01,-1.5,-76.5,8.814481282992581,2004,7,31,273.24891977277,Nariño
2004-07-01,-0.5,-79.5,0.2815852525026269,2004,7,31,8.729142827581434,Nariño
2004-07-01,-0.5,-78.5,0.9342932354959548,2004,7,31,28.9630903003746,Nariño
2004-07-01,-0.5,-77.5,6.828014668966649,2004,7,31,211.6684547379661,Nariño
2004-07-01,-0.5,-76.5,9.295805987486261,2004,7,31,288.16998561207413,Nariño
2004-07-01,0.5,-79.5,2.1694753032095746,2004,7,31,67.2537343994968,Nariño
2004-07-01,0.5,-78.5,2.887775611343322,2004,7,31,89.52104395164298,Nariño
2004-07-01,0.5,-77.5,3.397716605135723,2004,7,31,105.3292147592074,Nariño
2004-07-01,0.5,-76.5,11.065360934178704,2004,7,31,343.0261889595398,Nariño
