c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,nombre_cientifico,ciclo_de_cultivo,c_digo_dane_departamento,c_digo_dane_municipio,grupo_cultivo,subgrupo,desagregaci_n_cultivo,rea_sembrada,rea_cosechada,producci_n,rendimiento,ciclo_del_cultivo,estado_f_sico_del_cultivo,c_digo_del_cultivo,nombre_cient_fico_del_cultivo
63,QUINDIO,63190,CIRCASIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,2163,1699,2047,1.20,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63001,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,2016,1297,1959,1.51,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63272,FILANDIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1990,1676,1857,1.11,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63212,CORDOBA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1671,1405,1499,1.07,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63470,MONTENEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1352,983,1322,1.34,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63111,BUENAVISTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1112,897,1050,1.17,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63690,SALENTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,671,550,610,1.11,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63401,LA TEBAIDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,536,400,527,1.32,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63302,GENOVA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,3867,3056,3347,1.10,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63130,CALARCA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,3823,2779,2845,1.02,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63594,QUIMBAYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,2904,1990,2505,1.26,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63548,PIJAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,2269,1915,2017,1.05,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63190,CIRCASIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,2036,1497,1892,1.26,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63001,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1904,1307,1355,1.04,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63272,FILANDIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1867,1419,1196,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63212,CORDOBA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1585,1222,1029,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63470,MONTENEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1268,886,896,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63111,BUENAVISTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1066,708,728,1.03,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63690,SALENTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,644,545,597,1.10,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63401,LA TEBAIDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,523,376,383,1.02,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63130,CALARCA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,3594,2763,2893,1.05,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63302,GENOVA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,3391,2796,3132,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63594,QUIMBAYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,2710,1765,2273,1.29,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63190,CIRCASIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1902,1448,1872,1.29,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63001,ARMENIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1868,1235,1310,1.06,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63272,FILANDIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1813,1375,1185,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63548,PIJAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1583,1344,1448,1.08,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63212,CORDOBA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1510,1229,1059,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63470,MONTENEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1213,810,837,1.03,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63111,BUENAVISTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1013,734,771,1.05,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63690,SALENTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,634,560,628,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
63,QUINDIO,63401,LA TEBAIDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,516,316,330,1.04,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52399,LA UNION,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,4424,3684,7000,1.90,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52687,SAN LORENZO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,2680,1796,2712,1.51,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,2205,1788,2682,1.50,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1950,1800,1710,0.95,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1650,1637,1637,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1472,1005,1440,1.43,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52683,SANDONA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1468,1327,1991,1.50,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52786,TAMINANGO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1355,1225,1139,0.93,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52678,SAMANIEGO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1215,1185,1185,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52381,LA FLORIDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1211,1026,1231,1.20,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1040,1040,1248,1.20,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52418,LOS ANDES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,959,869,873,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52693,SAN PABLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,850,850,1445,1.70,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52411,LINARES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,670,640,768,1.20,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52258,EL TABLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,650,570,622,1.09,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52405,LEIVA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,576,476,571,1.20,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52256,EL ROSARIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,516,466,326,0.70,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52260,EL TAMBO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,491,461,461,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52240,CHACHAGUI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,447,427,417,0.98,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52254,EL PEÑOL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,390,380,380,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52694,SAN PEDRO DE CARTAGO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,385,319,415,1.30,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,280,255,288,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52685,SAN BERNARDO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,229,218,188,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,220,180,260,1.44,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52540,POLICARPA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,180,100,70,0.70,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52699,SANTACRUZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,164,152,182,1.20,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52885,YACUANQUER,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,135,127,125,0.98,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52320,GUAITARILLA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,98,91,81,0.89,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52565,PROVIDENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,76,76,69,0.90,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52378,LA CRUZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,75,73,58,0.80,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,56,46,37,0.80,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52435,MALLAMA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,56,41,27,0.65,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52385,LA LLANADA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,38,32,47,1.50,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52083,BELEN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,36,33,30,0.90,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52788,TANGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,35,25,13,0.50,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52287,FUNES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,34,26,29,1.10,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52480,NARIÑO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,16,13,14,1.10,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52399,LA UNION,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,4480,4300,7095,1.65,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52687,SAN LORENZO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,2900,2062,2681,1.30,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,2300,2201,3302,1.50,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,2000,1850,1850,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1729,1449,2029,1.40,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1498,1400,1960,1.40,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52683,SANDONA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1498,1100,1235,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52786,TAMINANGO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1398,1203,1022,0.85,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52381,LA FLORIDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1225,1025,718,0.70,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52678,SAMANIEGO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1215,1115,851,0.76,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1140,1040,1368,1.32,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52418,LOS ANDES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1039,869,887,1.02,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52256,EL ROSARIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,980,260,182,0.70,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52693,SAN PABLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,870,850,1020,1.20,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52258,EL TABLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,800,670,670,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52411,LINARES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,706,641,769,1.20,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52260,EL TAMBO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,591,491,491,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52405,LEIVA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,582,476,571,1.20,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52240,CHACHAGUI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,462,417,417,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52254,EL PEÑOL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,440,390,390,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52694,SAN PEDRO DE CARTAGO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,369,319,415,1.30,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,290,260,130,0.50,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,229,180,252,1.40,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52685,SAN BERNARDO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,226,215,215,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52540,POLICARPA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,190,100,100,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,180,50,50,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52699,SANTACRUZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,155,144,115,0.80,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52885,YACUANQUER,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,145,117,129,1.10,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52320,GUAITARILLA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,111,90,59,0.65,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52378,LA CRUZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,81,74,59,0.80,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52385,LA LLANADA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,74,38,57,1.50,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52287,FUNES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,64,29,33,1.14,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52435,MALLAMA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,59,56,56,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52565,PROVIDENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,55,30,24,0.80,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52480,NARIÑO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,48,14,14,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52083,BELEN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,38,32,29,0.90,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52788,TANGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,37,13,6,0.50,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52354,IMUES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,16,13,14,1.08,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52399,LA UNION,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,4442,3782,4338,1.15,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52687,SAN LORENZO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,3125,2700,2700,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,2490,2200,2458,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,2035,1785,1250,0.70,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1754,1449,1739,1.20,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52678,SAMANIEGO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1725,1215,851,0.70,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52683,SANDONA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1528,1132,1698,1.50,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1524,1470,2205,1.50,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52786,TAMINANGO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1380,960,1248,1.30,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1340,1040,1040,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52381,LA FLORIDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1225,1025,1230,1.20,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52418,LOS ANDES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1059,959,593,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
52,NARIÑO,52256,EL ROSARIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,980,513,515,1.00,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,,,,,,,,,,,,,
