departamento,year,month,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,evi_mean,evi_min,evi_max,evi_std
Narino,2017,11,0.37597515563891737,0.35895878413095866,0.392991527146876,0.024064783368934296,0.266963387768841,0.24901824136478107,0.28490853417290096,0.025378269423392334
Narino,2017,12,0.4452399191702714,0.4234527667637107,0.46702707157683204,0.030811686418847708,0.30647726405244136,0.29298367393796376,0.31997085416691895,0.019082818144997737
Narino,2018,1,0.3741701476058707,0.3593229956789829,0.3890172995327585,0.020997043617618547,0.2575713491734627,0.2566359721408699,0.2585067262060554,0.001322822885424986
Narino,2018,2,0.5053810240872716,0.4663176714867659,0.5444443766877772,0.05524392303939741,0.3429808855668113,0.3185489764631921,0.3674127946704304,0.034551937209004895
Narino,2018,3,0.48457650193479535,0.44764793014471815,0.5215050737248725,0.052224887064595646,0.3349497547614995,0.31824639667210114,0.3516531128508979,0.023622115547201537
Narino,2018,4,0.4519659637980239,0.4519659637980239,0.4519659637980239,,0.31607975630733964,0.31607975630733964,0.31607975630733964,
Narino,2018,5,0.44325347417862926,0.4392519950851973,0.4472549532720613,0.0056589460034839325,0.3065167556376787,0.30562822657412897,0.30740528470122847,0.0012565698522347191
Narino,2018,6,0.4009195815132802,0.32111281483845105,0.48072634818810944,0.11286381180068862,0.2789048531351192,0.23098843531261104,0.32682127095762736,0.06776404794492694
Narino,2018,7,0.45981605686581783,0.4487166503985454,0.4709154633330902,0.01569693116030828,0.3130381335061363,0.2984222744043354,0.32765399260793726,0.02066994616750111
Narino,2018,8,0.42790761833838586,0.355730495148882,0.5000847415278897,0.10207386650766999,0.30586613850045874,0.26119826127147006,0.35053401572944737,0.06316991777965211
Narino,2018,9,0.45203435595390457,0.4125151331339556,0.49155357877385353,0.055888620886416135,0.2987224496319938,0.2842591848915446,0.3131857143724429,0.020454145152135752
Narino,2018,10,0.49566116149868744,0.438040903604103,0.5532814193932719,0.0814873501819567,0.35106015175912647,0.30593712582160715,0.3961831776966458,0.06381359525615277
Narino,2018,11,0.415816301462384,0.34800453058286424,0.48362807234190375,0.09590032606635372,0.2829588324622554,0.24232359203911094,0.3235940728853998,0.057466908116702284
Narino,2018,12,0.4815378434285619,0.4530327846022922,0.5100429022548315,0.04031224078835348,0.3327220480966757,0.3008444470056169,0.3645996491877346,0.045081735798894754
Narino,2019,1,0.42022201213463994,0.3364764908617734,0.5039675334075064,0.1184340519720924,0.29342289033423974,0.24108779556173293,0.3457579851067466,0.07401300081536041
Narino,2019,2,0.45715008222180353,0.4041947831131554,0.5101053813304517,0.07489010219897409,0.32243275888450545,0.2856175191627527,0.3592479986062582,0.05206461131651945
Narino,2019,3,0.4991031393598113,0.47892894290557525,0.5192773358140474,0.028530622235559914,0.3450564736888542,0.33542778342924073,0.3546851639484677,0.013617024353035119
Narino,2019,4,0.4805317815259539,0.4805317815259539,0.4805317815259539,,0.3332640487902201,0.3332640487902201,0.3332640487902201,
Narino,2019,5,0.5022738113775955,0.4469334269280007,0.5576141958271904,0.07826312223555819,0.32963941456137225,0.3035863744796186,0.3556924546431258,0.036844562624665775
Narino,2019,6,0.4762302056137924,0.46298472009403707,0.4894756911335478,0.01873194526225446,0.32387096689012457,0.31373020889650227,0.33401172488374686,0.014341197487324027
Narino,2019,7,0.4465310435044077,0.3999229806908771,0.4931391063179383,0.06591375454683207,0.3031878077946486,0.27467722698147945,0.3316983886078177,0.04032005005711794
Narino,2019,8,0.4423467386259785,0.4204046785981287,0.4642887986538284,0.031030758877789805,0.3032496292061294,0.29721927313416246,0.30927998527809636,0.0085282113429146
Narino,2019,9,0.3859491314361156,0.33668803886383497,0.4352102240083962,0.06966570521303579,0.2793233228702188,0.2468443112257497,0.311802334514688,0.04593225876008194
Narino,2019,10,0.42955863141699,0.38666702773620304,0.472450235097777,0.06065788763730071,0.2991221682941454,0.2820522526936549,0.31619208389463593,0.024140506150777775
Narino,2019,11,0.36239996977550726,0.3605509596099323,0.3642489799410822,0.0026148952531218424,0.25694998247214995,0.2513322939992244,0.2625676709450755,0.007944611227598302
Narino,2019,12,0.46197685148536083,0.399918133253006,0.5240355697177157,0.08776428098768671,0.3092265694798419,0.273283482197897,0.3451696567617868,0.05083120150768638
Quindio,2012,1,0.44785642574639184,0.42133766403652534,0.4743751874562583,0.03750319246743351,0.3261199552311938,0.3041196683635109,0.3481202420988767,0.031113104064375865
Quindio,2012,2,0.4670504178051647,0.4419801241220657,0.4921207114882637,0.03545474933931512,0.3392611912815069,0.3389550319414541,0.3395673506215597,0.00043297469094985444
Quindio,2012,3,0.5269793638105004,0.4901242567401533,0.5638344708808475,0.052120992261597415,0.4125421593565465,0.40073218410546,0.42435213460763294,0.016701827171377068
Quindio,2012,4,0.4156713169533363,0.3227664221223836,0.508576211784289,0.13138736228077938,0.303170607413928,0.2356197599360784,0.37072145489177755,0.09553132465297126
Quindio,2012,5,0.5112550437638436,0.5112550437638436,0.5112550437638436,,0.36221309402705204,0.36221309402705204,0.36221309402705204,
Quindio,2012,6,0.6767818382890295,0.6454849748984349,0.7080787016796241,0.04426044866671684,0.4636286204387098,0.4304519725480056,0.496805268329414,0.04691886540111065
Quindio,2012,7,0.6711884220049211,0.6348325117909909,0.7075443322188515,0.051415021296958734,0.4638866846710362,0.4304619144956136,0.49731145484645883,0.0472697633012864
Quindio,2012,8,0.5574482327883925,0.5179167754495063,0.5969796901272788,0.05590592310902631,0.40515592077868845,0.38933009881421815,0.4209817427431587,0.022381092057855895
Quindio,2012,9,0.5754807853106408,0.4941537323597897,0.656807838261492,0.11501382127092853,0.4209195325292845,0.38133367290080333,0.46050539215776565,0.05598285956479562
Quindio,2012,10,0.5854775186807115,0.5314484408612835,0.6395065965001395,0.07640865461474645,0.4102683506494734,0.4080149488289057,0.41252175247004114,0.0031867914161230835
Quindio,2012,11,0.5556707292302461,0.49943930294111555,0.6119021555193765,0.07952324568967133,0.39897385664435125,0.35925023238915876,0.4386974808995437,0.056177688168306
Quindio,2012,12,0.6684011376118981,0.5658246957529773,0.7709775794708189,0.14506499525686103,0.43099545883674084,0.41234220308173736,0.4496487145917444,0.026379687271139974
Quindio,2013,1,0.5364710725362211,0.468546716468853,0.6043954286035892,0.09605954556593117,0.40149781409132884,0.3512143934227173,0.45178123475994036,0.07111149547206201
Quindio,2013,2,0.4422304871714676,0.409184566688983,0.47527640765395224,0.04673398892743259,0.3282690926333767,0.3111048617113574,0.345433323555396,0.024273888157623342
Quindio,2013,3,0.4694410202685967,0.377431581097484,0.5614504594397094,0.1301209967421299,0.3407915213254933,0.2881558840854733,0.39342715856551325,0.07443803204898658
Quindio,2013,4,0.39467660794233184,0.39467660794233184,0.39467660794233184,,0.2900813307209183,0.2900813307209183,0.2900813307209183,
Quindio,2013,5,0.3950148775730091,0.36956429281488445,0.42046546233113385,0.03599256213526595,0.2944460711021536,0.29098265000832274,0.29790949219598445,0.0048980170831046535
Quindio,2013,6,0.598313699141872,0.5942109874831648,0.6024164108005792,0.005802110470249951,0.43534756669855235,0.433577089775688,0.43711804362141676,0.002503832476183383
Quindio,2013,7,0.6909332390988789,0.6738755702618822,0.7079909079358757,0.02412318661174974,0.48158732015090533,0.47270044479650564,0.49047419550530497,0.012567939653311232
Quindio,2013,8,0.5273004294529475,0.4917582974419903,0.5628425614639047,0.050264165125550535,0.38630944011065205,0.3628015571213682,0.40981732309993585,0.03324516694612495
Quindio,2013,9,0.7261995025070385,0.6927127200407284,0.7596862849733484,0.04735746192409326,0.44638247897106365,0.42112143270717983,0.4716435252349475,0.03572451422611875
Quindio,2013,10,0.4724292442248061,0.46175005076049425,0.48310843768911793,0.015102660232435925,0.3378296229906557,0.3215472241128189,0.35411202186849255,0.023026789321005315
Quindio,2013,11,0.49325228699164614,0.49312297199948923,0.493381601983803,0.00018287901572644396,0.3712871245083627,0.36436571745366775,0.37820853156305767,0.009788347727454433
Quindio,2013,12,0.5485158690601698,0.48234562946790294,0.6146861086524367,0.09357885025686094,0.36476501262286176,0.3324770440904621,0.39705298115526144,0.04566208299999535
Quindio,2014,1,0.5423111411559374,0.5349548733300469,0.5496674089818278,0.01040333372782314,0.3969239466886987,0.39552452333379146,0.39832337004360585,0.001979083488011436
Quindio,2014,2,0.40396959864777837,0.30390940562466157,0.5040297916708952,0.14150648202696156,0.3055140945440123,0.24318995922768216,0.3678382298603424,0.08813963742753006
Quindio,2014,3,0.6144149854585368,0.4895402679617209,0.7392897029553526,0.17659951908150573,0.44654412245836406,0.4057907268650211,0.48729751805170707,0.05763400476086159
Quindio,2014,4,0.4832714872223122,0.4832714872223122,0.4832714872223122,,0.37922052196949974,0.37922052196949974,0.37922052196949974,
Quindio,2014,5,0.5030120641039786,0.46580167711649545,0.5402224510914616,0.052623433938849946,0.3727974468601587,0.3472768207034958,0.39831807301682165,0.03609161563100624
Quindio,2014,6,0.6448305896068621,0.5747371424401402,0.7149240367735841,0.09912710361666016,0.4322329996693458,0.400053390792039,0.46441260854665267,0.045508839306148956
Quindio,2014,7,0.7213521452741165,0.7065382358312372,0.7361660547169959,0.02095003164588689,0.5019591518519745,0.5001142909642403,0.5038040127397087,0.0026090272881253277
Quindio,2014,8,0.674372238782039,0.6110332638524079,0.7377112137116703,0.08957483737229394,0.4261985660582316,0.4167877282848279,0.4356094038316353,0.013308934412440522
Quindio,2014,9,0.5953156434541096,0.5749950300005426,0.6156362569076766,0.028737687141775676,0.4510738999054581,0.42907648181668917,0.473071317994227,0.031109046998328265
Quindio,2014,10,0.5101590354758112,0.4699136119565515,0.550404458995071,0.056915623764386254,0.39139803146124363,0.34533483651717894,0.43746122640530827,0.06514319501613201
Quindio,2014,11,0.4895022731222717,0.40281419590829964,0.5761903503362437,0.12259545449204526,0.3554055304833484,0.29782975139647,0.4129813095702268,0.08142444764886063
Quindio,2014,12,0.7004897192563102,0.6284410972789868,0.7725383412336337,0.10189213835062315,0.47171532506246755,0.45489540037351206,0.48853524975142304,0.023786965613214917
Quindio,2015,1,0.5885276503234651,0.5857937435053926,0.5912615571415376,0.003866328100382413,0.41605350888308984,0.4133455300660232,0.4187614877001565,0.0038296603697146876
Quindio,2015,2,0.630759925153947,0.5743175954543696,0.6872022548535244,0.0798215081530761,0.4398641334934317,0.4036028273149741,0.4761254396718893,0.05128123098693807
Quindio,2015,3,0.4936251603243397,0.45857861725209353,0.5286717033965858,0.04956329652706327,0.37959175544471147,0.35276941552862623,0.4064140953607967,0.037932516883908966
Quindio,2015,4,0.560001282023425,0.560001282023425,0.560001282023425,,0.40411120010328494,0.40411120010328494,0.40411120010328494,
