departamento,year,rendimiento_kg_ha,spi3_mean,spi3_min,spi3_floracion,spi3_desarrollo,spi3_cosecha,n_sequia,n_exceso,spi3_mean_lag1,spi3_min_lag1,spi3_floracion_lag1,spi3_desarrollo_lag1,spi3_cosecha_lag1,n_sequia_lag1,n_exceso_lag1,tmedia_mean,tmax_mean,tmin_mean,hr_mean,anom_temp_mean,ndvi_mean,ndvi_lag1,ndvi_floracion,ndvi_desarrollo_ndvi,ndvi_cosecha,evi_anual,ndvi_floracion_lag1,precio_cop_carga,precio_lag1,precio_lag2,area_cosechada_ha,area_sembrada_ha,pct_area_cosechada
Quindio,2012,854.3339649455235,-0.37904209987072696,-1.113714849918821,-0.3277759828875604,-0.6275133128897457,-0.7342395841209023,1,0,0.41777694005279886,-0.18133221516010695,0.6825287285150132,0.18099805313414402,0.7694623016469267,0.0,0.0,22.416666666666668,31.03333333333333,15.516666666666666,78.0,0.0,0.5568377139228831,,0.5170186521570344,0.6041683842115466,0.6031831285076186,0.39476128598820925,0.4924151919506933,660589.2755067359,976023.6138632871,754673.1574820789,21109.83,30180.77,0.6994463693272239
Quindio,2013,970.295255164607,-0.3479134842450746,-1.0856414123410265,-0.3384552345107783,-0.2351584567222277,-0.40927936494041717,0,0,-0.37904209987072696,-1.113714849918821,-0.3277759828875604,-0.6275133128897457,-0.7342395841209023,1.0,0.0,22.541666666666668,30.900000000000002,15.033333333333333,77.08333333333333,0.0,0.5302121766954625,0.5568377139228831,0.4388432541829483,0.5528905613166769,0.504732466758874,0.373216199660527,0.5170186521570344,466373.583109319,660589.2755067359,976023.6138632871,21203.03,28879.81,0.7341817692013901
Quindio,2014,1050.4361196533407,-0.3484599581144425,-0.9326978122532832,-0.33843742664121257,-0.43440292368528366,-0.3350343720083065,0,0,-0.3479134842450746,-1.0856414123410265,-0.3384552345107783,-0.2351584567222277,-0.40927936494041717,0.0,0.0,22.681818181818183,31.316666666666666,15.316666666666668,77.0,0.0,0.5775100154738181,0.5302121766954625,0.49648621498109347,0.635891759441749,0.5667170092847976,0.4109153030844002,0.4388432541829483,702634.0165770609,466373.583109319,660589.2755067359,21462.81,27673.5,0.775572659764757
Quindio,2015,1149.64172715429,-1.0985885631603713,-2.23032375919447,-1.0134882018847908,-1.561728999765689,-1.407412547557852,7,0,-0.3484599581144425,-0.9326978122532832,-0.33843742664121257,-0.43440292368528366,-0.3350343720083065,0.0,0.0,23.21666666666667,32.416666666666664,15.4,75.16666666666667,0.0,0.5903304162855489,0.5775100154738181,0.5138780441900246,0.6008964362049296,0.5805080001304638,0.41374543523630686,0.49648621498109347,716423.1758832565,702634.0165770609,466373.583109319,21491.21,27023.59,0.795275905236869
Quindio,2016,1186.2275449101796,-0.7100922610820173,-1.626612045355647,-0.5184260367686211,-0.8120274652040079,0.04666558093884404,2,0,-1.0985885631603713,-2.23032375919447,-1.0134882018847908,-1.561728999765689,-1.407412547557852,7.0,0.0,22.758333333333336,31.46666666666667,15.566666666666668,77.75,0.0,0.5742671960458413,0.5903304162855489,0.5324290203555833,0.5712041690755616,0.514046328827709,0.4000422898743661,0.5138780441900246,829826.9535595105,716423.1758832565,702634.0165770609,20041.68,25684.84,0.7802921879209682
Quindio,2017,1061.3214689265537,-0.09075428814445363,-0.6225906134141831,-0.1617464811750193,0.13125412250150986,-0.5164144184609665,0,0,-0.7100922610820173,-1.626612045355647,-0.5184260367686211,-0.8120274652040079,0.04666558093884404,2.0,0.0,22.233333333333334,30.8,14.866666666666667,78.36363636363636,0.0,0.5322713111396496,0.5742671960458413,0.4983490911159224,0.5688977770007916,0.5160857676230776,0.38925947845154146,0.5324290203555833,818147.6446492575,829826.9535595105,716423.1758832565,17699.67,23755.08,0.7450898923514464
Quindio,2018,1083.2574045801528,0.7964557918270329,-0.46772531069444245,1.2385878006539706,0.47575633694365305,1.575111085345867,0,3,-0.09075428814445363,-0.6225906134141831,-0.1617464811750193,0.13125412250150986,-0.5164144184609665,0.0,0.0,22.116666666666664,30.266666666666666,15.041666666666666,77.14142655327733,0.0,0.5519346516557,0.5322713111396496,0.44990206667224675,0.5528231320751089,0.5465348411977534,0.39056574715757314,0.4983490911159224,741105.269937276,818147.6446492575,829826.9535595105,16374.73,21746.95,0.7529667378643902
Quindio,2019,1329.856284031334,1.0394765432175235,-0.7546019897843655,1.4459761049773763,0.933990888554016,1.1197422472541936,0,5,0.7964557918270329,-0.46772531069444245,1.2385878006539706,0.47575633694365305,1.575111085345867,0.0,3.0,22.441666666666666,31.325,15.475,79.12727272727273,0.0,0.545575441183668,0.5519346516557,0.4840527500868646,0.5754612616248442,0.4875334077664748,0.39364867537794895,0.44990206667224675,787472.5838453661,741105.269937276,818147.6446492575,14820.9,20023.09,0.7401904501253302
Quindio,2020,1203.2911840403467,1.1518781942249656,0.02606567673388247,0.7914273819491182,0.8573789140449843,1.2739722467278785,0,5,1.0394765432175235,-0.7546019897843655,1.4459761049773763,0.933990888554016,1.1197422472541936,0.0,5.0,22.40833333333333,31.650000000000002,15.141666666666666,75.81866095500277,0.0,,,0.4913698867177147,0.582779185118901,0.539917618762096,0.3957693018538591,0.4924151919506933,1048184.1583240638,787472.5838453661,741105.269937276,15370.76,19646.76,0.7823559711626752
Quindio,2021,1052.1459437194458,1.878276221769317,1.0514482842565782,1.9804022709305593,1.926516690603163,1.7910547053337555,0,11,1.1518781942249656,0.02606567673388247,0.7914273819491182,0.8573789140449843,1.2739722467278785,0.0,5.0,21.883333333333336,30.125,15.808333333333332,79.82289080990348,0.0,,,0.4913698867177147,0.582779185118901,0.539917618762096,0.3957693018538591,0.4924151919506933,1519807.6043575753,1048184.1583240638,787472.5838453661,14590.83,18871.27,0.7731768980042149
Quindio,2022,942.2046414685734,1.1836967932700817,0.25079447597909554,1.3271688699367594,1.0438810106310634,1.2802686536279253,0,4,1.878276221769317,1.0514482842565782,1.9804022709305593,1.926516690603163,1.7910547053337555,0.0,11.0,21.681818181818183,29.46666666666667,15.666666666666666,81.31770658813734,0.0,,,0.4913698867177147,0.582779185118901,0.539917618762096,0.3957693018538591,0.4924151919506933,2151004.149332592,1519807.6043575753,1048184.1583240638,14259.28,18436.79,0.7734144609772091
Quindio,2023,1069.9746249285447,0.8285169224471473,-0.782778075997643,0.7700034540612474,0.2554104213429816,0.8705089350107512,0,2,1.1836967932700817,0.25079447597909554,1.3271688699367594,1.0438810106310634,1.2802686536279253,0.0,4.0,22.509999999999998,31.191666666666666,15.6,78.34549665421328,0.0,,,0.4913698867177147,0.582779185118901,0.539917618762096,0.3957693018538591,0.4924151919506933,1628068.6497166164,2151004.149332592,1519807.6043575753,13907.35,18051.44,0.7704288411340038
Quindio,2024,1352.2742436560757,1.0921827382595322,0.11333249159140933,0.7991803460928688,1.7066684551499995,0.6893520806317491,0,5,0.8285169224471473,-0.782778075997643,0.7700034540612474,0.2554104213429816,0.8705089350107512,0.0,2.0,,,,,0.0,,,0.4913698867177147,0.582779185118901,0.539917618762096,0.3957693018538591,0.4924151919506933,1894146.4749103943,1628068.6497166164,2151004.149332592,13689.87,17929.55,0.7635367312620785
