departamento,year,month,fecha,spi3,evento,activacion
Quindío,2017,1,2017-01-01,0.49612216648295315,normal,No activa
Quindío,2017,2,2017-02-01,-0.1498154432779393,normal,No activa
Quindío,2017,3,2017-03-01,0.22760302405128,normal,No activa
Quindío,2017,4,2017-04-01,-0.06643730819154892,normal,No activa
Quindío,2017,5,2017-05-01,0.3461040254601876,normal,No activa
Quindío,2017,6,2017-06-01,0.17941894607891024,normal,No activa
Quindío,2017,7,2017-07-01,0.06488869677891929,normal,No activa
Quindío,2017,8,2017-08-01,-0.0653951783119781,normal,No activa
Quindío,2017,9,2017-09-01,-0.5722971314213281,normal,No activa
Quindío,2017,10,2017-10-01,-0.3769258684218965,normal,No activa
Quindío,2017,11,2017-11-01,-0.5497267735468201,normal,No activa
Quindío,2017,12,2017-12-01,-0.6225906134141833,normal,No activa
Quindío,2018,1,2018-01-01,0.2217223743490001,normal,No activa
Quindío,2018,2,2018-02-01,0.828901455657556,normal,No activa
Quindío,2018,3,2018-03-01,0.8744269990258865,normal,No activa
Quindío,2018,4,2018-04-01,0.6948575330964755,normal,No activa
Quindío,2018,5,2018-05-01,1.0342336407200998,normal,No activa
Quindío,2018,6,2018-06-01,0.8936673428635385,normal,No activa
Quindío,2018,7,2018-07-01,0.4428496748854159,normal,No activa
Quindío,2018,8,2018-08-01,-0.4677253106944423,normal,No activa
Quindío,2018,9,2018-09-01,0.3092025359832639,normal,No activa
Quindío,2018,10,2018-10-01,1.2985526796796953,exceso,Activa
Quindío,2018,11,2018-11-01,1.9267073491196114,exceso,Activa
Quindío,2018,12,2018-12-01,1.5000732272382944,exceso,Activa
Quindío,2019,1,2019-01-01,1.256833648881499,normal,No activa
Quindío,2019,2,2019-02-01,1.2612296725090562,normal,No activa
Quindío,2019,3,2019-03-01,1.665335536449522,exceso,Activa
Quindío,2019,4,2019-04-01,1.949731354575925,exceso,Activa
Quindío,2019,5,2019-05-01,1.993916176526921,exceso,Activa
Quindío,2019,6,2019-06-01,1.5532827692921682,exceso,Activa
Quindío,2019,7,2019-07-01,0.7532104134201878,normal,No activa
Quindío,2019,8,2019-08-01,-0.5644458050232134,normal,No activa
Quindío,2019,9,2019-09-01,-0.7546019897843659,normal,No activa
Quindío,2019,10,2019-10-01,0.6113828014643734,normal,No activa
Quindío,2019,11,2019-11-01,1.2288740873422856,normal,No activa
Quindío,2019,12,2019-12-01,1.518969852955922,exceso,Activa
Quindío,2020,1,2020-01-01,1.3926726224401766,exceso,Activa
Quindío,2020,2,2020-02-01,1.5125685848897854,exceso,Activa
Quindío,2020,3,2020-03-01,0.7062375981724898,normal,No activa
Quindío,2020,4,2020-04-01,0.5577788892199866,normal,No activa
Quindío,2020,5,2020-05-01,0.026065676733882194,normal,No activa
Quindío,2020,6,2020-06-01,0.4307004240872849,normal,No activa
Quindío,2020,7,2020-07-01,1.0048884537221272,normal,No activa
Quindío,2020,8,2020-08-01,1.9678611016366427,exceso,Activa
Quindío,2020,9,2020-09-01,2.4018482396135763,exceso,Activa
Quindío,2020,10,2020-10-01,1.3433503029255802,exceso,Activa
Quindío,2020,11,2020-11-01,1.2385146589170226,normal,No activa
Quindío,2020,12,2020-12-01,1.2400517783410323,normal,No activa
Quindío,2021,1,2021-01-01,1.8439606626562617,exceso,Activa
Quindío,2021,2,2021-02-01,1.544901012253833,exceso,Activa
Quindío,2021,3,2021-03-01,1.8368243305170315,exceso,Activa
Quindío,2021,4,2021-04-01,1.751224439295863,exceso,Activa
Quindío,2021,5,2021-05-01,1.8486688126816855,exceso,Activa
Quindío,2021,6,2021-06-01,1.7158044945030142,exceso,Activa
Quindío,2021,7,2021-07-01,1.7362688772876802,exceso,Activa
Quindío,2021,8,2021-08-01,2.4053245779402723,exceso,Activa
Quindío,2021,9,2021-09-01,2.483173338094897,exceso,Activa
Quindío,2021,10,2021-10-01,2.6690502735421835,exceso,Activa
Quindío,2021,11,2021-11-01,1.6526655582025052,exceso,Activa
Quindío,2021,12,2021-12-01,1.0514482842565782,normal,No activa
Quindío,2022,1,2022-01-01,1.0959329529242787,normal,No activa
Quindío,2022,2,2022-02-01,1.4493326167034488,exceso,Activa
Quindío,2022,3,2022-03-01,1.6881780854743909,exceso,Activa
Quindío,2022,4,2022-04-01,1.7037933847517388,exceso,Activa
Quindío,2022,5,2022-05-01,1.037160127504969,normal,No activa
Quindío,2022,6,2022-06-01,1.2384771811526758,normal,No activa
Quindío,2022,7,2022-07-01,0.9191908114272364,normal,No activa
Quindío,2022,8,2022-08-01,0.9806959224393719,normal,No activa
Quindío,2022,9,2022-09-01,0.25079447597909554,normal,No activa
Quindío,2022,10,2022-10-01,1.1743206422279089,normal,No activa
Quindío,2022,11,2022-11-01,1.393401325262421,exceso,Activa
Quindío,2022,12,2022-12-01,1.2730839933934455,normal,No activa
Quindío,2023,1,2023-01-01,1.4381041686072056,exceso,Activa
Quindío,2023,2,2023-02-01,1.1977067561780035,normal,No activa
Quindío,2023,3,2023-03-01,1.8808078536725261,exceso,Activa
Quindío,2023,4,2023-04-01,0.8850028093019883,normal,No activa
Quindío,2023,5,2023-05-01,0.8496558412144831,normal,No activa
Quindío,2023,6,2023-06-01,-0.782778075997643,normal,No activa
Quindío,2023,7,2023-07-01,0.27125475631602364,normal,No activa
Quindío,2023,8,2023-08-01,0.683509163839063,normal,No activa
Quindío,2023,9,2023-09-01,0.9074129912018619,normal,No activa
Quindío,2023,10,2023-10-01,0.696822565547882,normal,No activa
Quindío,2023,11,2023-11-01,0.6485326001806357,normal,No activa
Quindío,2023,12,2023-12-01,1.2661716393037363,normal,No activa
Quindío,2024,1,2024-01-01,1.1791642874043846,normal,No activa
Quindío,2024,2,2024-02-01,1.3289435075759848,exceso,Activa
Quindío,2024,3,2024-03-01,0.5845078683427772,normal,No activa
Quindío,2024,4,2024-04-01,1.0055146417045848,normal,No activa
Quindío,2024,5,2024-05-01,1.2855697845514795,exceso,Activa
Quindío,2024,6,2024-06-01,2.026657750525089,exceso,Activa
Quindío,2024,7,2024-07-01,2.0121970553472326,exceso,Activa
Quindío,2024,8,2024-08-01,1.5022492301761976,exceso,Activa
Quindío,2024,9,2024-09-01,0.11333249159140933,normal,No activa
Quindío,2024,10,2024-10-01,0.2716612281702157,normal,No activa
Quindío,2024,11,2024-11-01,0.6339757299451944,normal,No activa
Quindío,2024,12,2024-12-01,1.1624192837798368,normal,No activa
